season,week,game_id,team,distance_bucket,fg_make_rate_roll6
2024,4,2024_04_NO_ATL,ATL,56+,
2024,4,2024_04_NO_ATL,ATL,41-50,
2024,4,2024_04_NO_ATL,ATL,51-55,
2024,5,2024_05_TB_ATL,ATL,41-50,
2024,5,2024_05_TB_ATL,ATL,51-55,
2024,6,2024_06_ATL_CAR,ATL,31-40,
2024,6,2024_06_ATL_CAR,ATL,0-30,
2024,7,2024_07_SEA_ATL,ATL,51-55,
2024,8,2024_08_ATL_TB,ATL,41-50,
2024,8,2024_08_ATL_TB,ATL,31-40,
2024,10,2024_10_ATL_NO,ATL,31-40,
2024,10,2024_10_ATL_NO,ATL,41-50,
2024,10,2024_10_ATL_NO,ATL,0-30,
2024,10,2024_10_ATL_NO,ATL,51-55,
2024,11,2024_11_ATL_DEN,ATL,51-55,
2024,11,2024_11_ATL_DEN,ATL,41-50,
2024,13,2024_13_LAC_ATL,ATL,0-30,
2024,13,2024_13_LAC_ATL,ATL,41-50,
2024,13,2024_13_LAC_ATL,ATL,31-40,
2024,14,2024_14_ATL_MIN,ATL,0-30,
2024,15,2024_15_ATL_LV,ATL,31-40,
2024,15,2024_15_ATL_LV,ATL,41-50,0.5833333333333334
2024,16,2024_16_NYG_ATL,ATL,31-40,0.6666666666666666
2024,16,2024_16_NYG_ATL,ATL,41-50,0.5
2024,16,2024_16_NYG_ATL,ATL,51-55,0.611111111111111
2024,17,2024_17_ATL_WAS,ATL,56+,
2024,17,2024_17_ATL_WAS,ATL,31-40,0.6666666666666666
2024,18,2024_18_CAR_ATL,ATL,31-40,0.6666666666666666
2024,18,2024_18_CAR_ATL,ATL,51-55,0.611111111111111
2016,1,2016_01_BUF_BAL,BAL,41-50,
2016,1,2016_01_BUF_BAL,BAL,31-40,
2016,2,2016_02_BAL_CLE,BAL,41-50,
2016,2,2016_02_BAL_CLE,BAL,51-55,
2016,3,2016_03_BAL_JAX,BAL,51-55,
2016,3,2016_03_BAL_JAX,BAL,31-40,
2016,3,2016_03_BAL_JAX,BAL,41-50,
2016,4,2016_04_OAK_BAL,BAL,41-50,
2016,4,2016_04_OAK_BAL,BAL,0-30,
