game_id,season,week,game_date,home_team,away_team,posteam,defteam,qtr,game_seconds_remaining,yardline_100,ydstogo,score_differential,roof,temp,wind,shotgun,no_huddle,epa,wp,decision,kick_distance,punt_attempt,field_goal_attempt,drive,fixed_drive,order_sequence,play_id,ydstogo_bin,yardline_bin,go_conv_rate,go_attempts,go_stop_rate,go_faced,epa_per_drive_roll6,success_rate_roll6,points_per_drive_roll6
2024_06_JAX_CHI,2024,6,2024-10-13,CHI,JAX,CHI,JAX,4.0,205.0,25.0,6.0,19.0,outdoors,54.0,3.0,0.0,0.0,-3.2004144,0.9984124,FG,43.0,0.0,1.0,18.0,18.0,4194.0,4194.0,6-10,21-40,0.0,1.0,1.0,1.0,,,
2024_07_PHI_NYG,2024,7,2024-10-20,NYG,PHI,NYG,PHI,3.0,1060.0,49.0,15.0,-18.0,outdoors,71.0,4.0,0.0,0.0,0.50292814,0.029294048,PUNT,41.0,1.0,0.0,18.0,18.0,3018.0,3018.0,11+,41-60,0.0,2.0,0.0,2.0,,,
2024_11_KC_BUF,2024,11,2024-11-17,BUF,KC,BUF,KC,1.0,3028.0,42.0,8.0,6.0,outdoors,50.0,3.0,1.0,0.0,-0.272516,0.7596375,GO,43.65204991087344,0.0,0.0,4.0,4.0,651.0,651.0,6-10,41-60,0.0,2.0,1.0,5.0,0.4577447,0.4633543238227025,2.3659933
2024_11_KC_BUF,2024,11,2024-11-17,BUF,KC,BUF,KC,3.0,1384.0,50.0,7.0,2.0,outdoors,50.0,3.0,0.0,0.0,-0.12908871,0.65508455,PUNT,44.0,1.0,0.0,13.0,13.0,2910.0,2910.0,6-10,41-60,0.0,2.0,1.0,5.0,0.4577447,0.4633543238227025,2.3659933
2024_12_DEN_LV,2024,12,2024-11-24,LV,DEN,LV,DEN,1.0,3184.0,93.0,11.0,0.0,dome,,,0.0,0.0,0.8901809,0.42477772,PUNT,60.0,1.0,0.0,3.0,3.0,559.0,559.0,11+,81-100,0.0,2.0,1.0,1.0,0.307197,0.4533582698166031,2.160185
2024_13_MIA_GB,2024,13,2024-11-28,GB,MIA,GB,MIA,1.0,3520.0,58.0,14.0,0.0,outdoors,27.0,10.0,0.0,0.0,5.9682927,0.48805323,PUNT,49.0,1.0,0.0,1.0,1.0,175.0,175.0,11+,41-60,,1.0,,1.0,0.90831727,0.4577093259603764,2.732795
2024_13_MIA_GB,2024,13,2024-11-28,GB,MIA,GB,MIA,4.0,125.0,50.0,11.0,13.0,outdoors,27.0,10.0,0.0,0.0,0.0,0.9968802,GO,43.65204991087344,1.0,0.0,18.0,18.0,4137.0,4137.0,11+,41-60,,1.0,,1.0,0.90831727,0.4577093259603764,2.732795
2024_13_MIA_GB,2024,13,2024-11-28,GB,MIA,GB,MIA,4.0,125.0,50.0,11.0,13.0,outdoors,27.0,10.0,0.0,0.0,-0.5944206,0.9968802,PUNT,50.0,1.0,0.0,18.0,18.0,4165.0,4165.0,11+,41-60,,1.0,,1.0,0.90831727,0.4577093259603764,2.732795
2024_16_HOU_KC,2024,16,2024-12-21,KC,HOU,HOU,KC,1.0,2892.0,15.0,10.0,-7.0,outdoors,30.0,5.0,0.0,0.0,0.24127427,0.25459608,FG,33.0,0.0,1.0,3.0,3.0,695.0,695.0,6-10,0-20,0.0,1.0,,,0.5571878,0.4312036399746561,2.1592593
2024_16_NE_BUF,2024,16,2024-12-22,BUF,NE,NE,BUF,4.0,184.0,55.0,1.0,-10.0,outdoors,14.0,2.0,1.0,1.0,2.4822426,0.025536625,GO,43.65204991087344,0.0,0.0,18.0,18.0,3948.0,3948.0,1,41-60,1.0,2.0,0.0,3.0,1.6640921,0.5080129007702537,3.486111
2024_17_GB_MIN,2024,17,2024-12-29,MIN,GB,MIN,GB,4.0,283.0,79.0,10.0,9.0,dome,,,0.0,0.0,-0.52418387,0.919264,PUNT,41.0,1.0,0.0,19.0,19.0,3879.0,3879.0,6-10,61-80,,,1.0,2.0,1.4926966,0.4739674763503386,3.114911
2023_18_NYJ_NE,2023,18,2024-01-07,NE,NYJ,NE,NYJ,4.0,371.0,84.0,17.0,-6.0,outdoors,33.0,14.0,0.0,0.0,-0.8617118,0.10334663,PUNT,41.0,1.0,0.0,23.0,23.0,3430.0,3430.0,11+,81-100,0.0,1.0,1.0,1.0,-1.4198128,0.3107618571615512,1.0467657
2024_01_JAX_MIA,2024,1,2024-09-08,MIA,JAX,MIA,JAX,1.0,2831.0,69.0,4.0,-7.0,outdoors,91.0,10.0,0.0,0.0,0.58261746,0.26338905,PUNT,57.0,1.0,0.0,5.0,5.0,870.0,870.0,3-5,61-80,1.0,1.0,0.0,1.0,,,
2024_01_LV_LAC,2024,1,2024-09-08,LAC,LV,LAC,LV,4.0,580.0,68.0,8.0,6.0,dome,,,0.0,0.0,-1.7312067,0.7956622,PUNT,41.0,1.0,0.0,22.0,22.0,3214.0,3214.0,6-10,61-80,0.5,2.0,,,,,
2024_01_TEN_CHI,2024,1,2024-09-08,CHI,TEN,CHI,TEN,4.0,891.0,32.0,2.0,-7.0,outdoors,67.0,8.0,0.0,0.0,1.7362745,0.23630957,FG,50.0,0.0,1.0,16.0,16.0,3220.0,3220.0,2,21-40,1.0,1.0,0.0,2.0,,,
2024_05_ARI_SF,2024,5,2024-10-06,SF,ARI,SF,ARI,1.0,3551.0,68.0,8.0,0.0,outdoors,89.0,3.0,0.0,0.0,-0.1483545,0.48829448,PUNT,41.0,1.0,0.0,1.0,1.0,153.0,153.0,6-10,61-80,,,1.0,1.0,,,
2024_05_LV_DEN,2024,5,2024-10-06,DEN,LV,LV,DEN,2.0,2047.0,42.0,2.0,0.0,outdoors,73.0,7.0,0.0,0.0,-0.4850161,0.4301297,PUNT,39.0,1.0,0.0,8.0,8.0,1581.0,1581.0,2,41-60,,,0.6666666666666667,3.0,,,
2024_07_DEN_NO,2024,7,2024-10-17,NO,DEN,NO,DEN,1.0,3342.0,52.0,2.0,0.0,dome,,,0.0,0.0,-1.074208,0.5910897,PUNT,52.0,1.0,0.0,2.0,2.0,343.0,343.0,2,41-60,0.0,1.0,0.6666666666666667,3.0,-0.4076792,0.4222284659784659,1.4558663
2024_14_CAR_PHI,2024,14,2024-12-08,PHI,CAR,PHI,CAR,1.0,3335.0,66.0,18.0,0.0,outdoors,55.0,16.0,0.0,0.0,0.21912274,0.5830406,PUNT,43.0,1.0,0.0,2.0,2.0,399.0,399.0,11+,61-80,0.0,1.0,,,-0.319492,0.4126659745977927,1.7074925
2024_14_CLE_PIT,2024,14,2024-12-08,PIT,CLE,CLE,PIT,3.0,949.0,27.0,1.0,-20.0,outdoors,49.0,12.0,0.0,1.0,1.7949169,0.017767197,GO,43.65204991087344,0.0,0.0,20.0,20.0,3306.0,3306.0,1,21-40,0.6666666666666666,6.0,0.2857142857142857,7.0,0.39327002,0.4424637674627269,2.218143
2023_17_LV_IND,2023,17,2023-12-31,IND,LV,LV,IND,1.0,2931.0,62.0,5.0,-4.0,closed,,,0.0,0.0,0.56201804,0.34863672,PUNT,56.0,1.0,0.0,4.0,4.0,769.0,769.0,3-5,61-80,0.5,2.0,,,-0.39117518,0.3863106109859357,1.6006494
2024_03_CAR_LV,2024,3,2024-09-22,LV,CAR,CAR,LV,4.0,562.0,70.0,10.0,18.0,dome,,,0.0,0.0,0.59688526,0.9907239,PUNT,51.0,1.0,0.0,20.0,20.0,3707.0,3707.0,6-10,61-80,0.0,4.0,,,,,
2024_04_PIT_IND,2024,4,2024-09-29,IND,PIT,IND,PIT,2.0,2301.0,43.0,3.0,17.0,closed,,,0.0,0.0,-0.35216486,0.9047466,PUNT,36.0,1.0,0.0,7.0,7.0,1453.0,1453.0,3-5,41-60,0.5,4.0,1.0,1.0,,,
2024_07_DEN_NO,2024,7,2024-10-17,NO,DEN,NO,DEN,3.0,1761.0,67.0,7.0,-13.0,dome,,,0.0,0.0,-1.0221958,0.121350676,PUNT,45.0,1.0,0.0,11.0,11.0,2334.0,2334.0,6-10,61-80,0.0,1.0,0.5,2.0,-0.4076792,0.4222284659784659,1.4558663
2024_09_DET_GB,2024,9,2024-11-03,GB,DET,GB,DET,3.0,1391.0,63.0,3.0,-21.0,outdoors,50.0,15.0,0.0,0.0,0.60126,0.045047913,PUNT,51.0,1.0,0.0,10.0,10.0,2414.0,2414.0,3-5,61-80,0.5,2.0,0.75,4.0,0.75345016,0.4904910521459413,2.8519118
2024_09_DET_GB,2024,9,2024-11-03,GB,DET,GB,DET,4.0,750.0,64.0,5.0,-18.0,outdoors,50.0,15.0,1.0,1.0,3.9656913,0.018894102,GO,43.65204991087344,0.0,0.0,14.0,14.0,3139.0,3139.0,3-5,61-80,0.5,2.0,0.75,4.0,0.75345016,0.4904910521459413,2.8519118
2024_14_CLE_PIT,2024,14,2024-12-08,PIT,CLE,CLE,PIT,2.0,2412.0,65.0,5.0,-3.0,outdoors,49.0,12.0,0.0,0.0,-0.07132993,0.37111282,PUNT,55.0,1.0,0.0,12.0,12.0,1605.0,1605.0,3-5,61-80,0.5,2.0,0.6666666666666667,3.0,0.39327002,0.4424637674627269,2.218143
2024_14_CLE_PIT,2024,14,2024-12-08,PIT,CLE,CLE,PIT,4.0,708.0,72.0,3.0,-20.0,outdoors,49.0,12.0,1.0,1.0,2.4738305,0.008644685,GO,43.65204991087344,0.0,0.0,22.0,22.0,3673.0,3673.0,3-5,61-80,0.5,2.0,0.6666666666666667,3.0,0.39327002,0.4424637674627269,2.218143
2023_18_NYJ_NE,2023,18,2024-01-07,NE,NYJ,NE,NYJ,3.0,1535.0,54.0,12.0,-3.0,outdoors,33.0,14.0,0.0,0.0,-0.15135753,0.36348763,PUNT,54.0,1.0,0.0,15.0,15.0,2292.0,2292.0,11+,41-60,0.0,2.0,1.0,1.0,-1.4198128,0.3107618571615512,1.0467657
2024_02_SEA_NE,2024,2,2024-09-15,NE,SEA,SEA,NE,2.0,1903.0,66.0,6.0,1.0,outdoors,77.0,5.0,0.0,0.0,0.014555583,0.55880684,PUNT,58.0,1.0,0.0,8.0,8.0,1929.0,1929.0,6-10,61-80,0.0,1.0,1.0,1.0,,,
2024_03_NE_NYJ,2024,3,2024-09-19,NYJ,NE,NYJ,NE,4.0,272.0,76.0,6.0,21.0,outdoors,75.0,5.0,0.0,0.0,-0.63699174,0.99767905,PUNT,42.0,1.0,0.0,16.0,16.0,3609.0,3609.0,6-10,61-80,,,1.0,1.0,,,
2024_09_DET_GB,2024,9,2024-11-03,GB,DET,GB,DET,1.0,3129.0,12.0,5.0,0.0,outdoors,50.0,15.0,0.0,0.0,0.17933759,0.596348,FG,30.0,0.0,1.0,1.0,1.0,417.0,417.0,3-5,0-20,,,1.0,4.0,0.75345016,0.4904910521459413,2.8519118
2024_13_PIT_CIN,2024,13,2024-12-01,CIN,PIT,CIN,PIT,3.0,1138.0,20.0,15.0,-6.0,outdoors,32.0,9.0,0.0,0.0,0.59076965,0.32849336,FG,38.0,0.0,1.0,13.0,13.0,2932.0,2932.0,11+,0-20,,,,,0.2583293,0.4202154910477838,2.1752136
2024_17_DAL_PHI,2024,17,2024-12-29,PHI,DAL,PHI,DAL,4.0,152.0,42.0,3.0,34.0,outdoors,62.0,10.0,0.0,0.0,-1.2409192,0.999772,PUNT,42.0,1.0,0.0,18.0,18.0,3999.0,3999.0,3-5,41-60,0.75,4.0,0.5714285714285714,7.0,-0.013511184,0.4451410321580776,1.9573232
2024_17_KC_PIT,2024,17,2024-12-25,PIT,KC,PIT,KC,3.0,1249.0,18.0,11.0,-9.0,outdoors,39.0,2.0,0.0,0.0,0.43218118,0.22187065,FG,36.0,0.0,1.0,13.0,13.0,2775.0,2775.0,11+,0-20,,,,,0.69668335,0.4502719553511822,2.362963
2024_18_CIN_PIT,2024,18,2025-01-04,PIT,CIN,CIN,PIT,3.0,1321.0,17.0,14.0,6.0,outdoors,19.0,10.0,0.0,0.0,0.33488134,0.76988447,FG,35.0,0.0,1.0,13.0,13.0,2744.0,2744.0,11+,0-20,,,,,-0.2261221,0.432667896610898,1.7869167
2024_18_MIN_DET,2024,18,2025-01-05,DET,MIN,DET,MIN,2.0,2599.0,90.0,31.0,7.0,dome,,,0.0,0.0,-0.16718824,0.6616083,PUNT,46.0,1.0,0.0,5.0,5.0,1018.0,1018.0,11+,81-100,,,,,0.70162207,0.4436858388956291,2.659557
2023_17_LA_NYG,2023,17,2023-12-31,NYG,LA,NYG,LA,3.0,943.0,25.0,1.0,-4.0,outdoors,41.0,10.0,1.0,0.0,1.8156936,0.46771333,GO,43.65204991087344,0.0,0.0,19.0,19.0,3070.0,3070.0,1,21-40,0.2857142857142857,7.0,0.2222222222222222,9.0,0.39081094,0.4180814419214254,2.5708237
2023_17_LA_NYG,2023,17,2023-12-31,NYG,LA,NYG,LA,4.0,523.0,33.0,1.0,-7.0,outdoors,41.0,10.0,1.0,0.0,-3.615593,0.1867669,GO,43.65204991087344,0.0,0.0,21.0,21.0,3642.0,3642.0,1,21-40,0.2857142857142857,7.0,0.2222222222222222,9.0,0.39081094,0.4180814419214254,2.5708237
2024_01_TEN_CHI,2024,1,2024-09-08,CHI,TEN,CHI,TEN,4.0,153.0,43.0,6.0,7.0,outdoors,67.0,8.0,1.0,1.0,0.0,0.9136663,GO,43.65204991087344,1.0,0.0,21.0,21.0,3956.0,3956.0,6-10,41-60,0.0,3.0,,1.0,,,
2024_01_TEN_CHI,2024,1,2024-09-08,CHI,TEN,CHI,TEN,4.0,153.0,43.0,6.0,7.0,outdoors,67.0,8.0,0.0,0.0,-0.8448853,0.9136663,PUNT,34.0,1.0,0.0,21.0,21.0,3980.0,3980.0,6-10,41-60,0.0,3.0,,1.0,,,
2024_11_GB_CHI,2024,11,2024-11-17,CHI,GB,CHI,GB,2.0,2616.0,44.0,9.0,-4.0,outdoors,54.0,5.0,0.0,0.0,-0.72676766,0.45795345,PUNT,35.0,1.0,0.0,4.0,4.0,1030.0,1030.0,6-10,41-60,0.0,3.0,1.0,1.0,0.25234863,0.4528786981817285,2.2085211
2024_11_GB_CHI,2024,11,2024-11-17,CHI,GB,CHI,GB,4.0,267.0,49.0,3.0,5.0,outdoors,54.0,5.0,0.0,0.0,-0.5230168,0.83177274,GO,43.65204991087344,0.0,0.0,12.0,12.0,3219.0,3219.0,3-5,41-60,0.5714285714285714,7.0,0.6666666666666667,3.0,0.25234863,0.4528786981817285,2.2085211
2024_11_GB_CHI,2024,11,2024-11-17,CHI,GB,CHI,GB,4.0,267.0,54.0,8.0,5.0,outdoors,54.0,5.0,0.0,0.0,-0.26926053,0.80363363,PUNT,48.0,1.0,0.0,12.0,12.0,3243.0,3243.0,6-10,41-60,0.0,3.0,1.0,1.0,0.25234863,0.4528786981817285,2.2085211
2024_12_MIN_CHI,2024,12,2024-11-24,CHI,MIN,CHI,MIN,3.0,1387.0,57.0,3.0,-7.0,outdoors,47.0,5.0,0.0,0.0,-0.17716679,0.25196767,PUNT,42.0,1.0,0.0,15.0,15.0,2659.0,2659.0,3-5,41-60,0.5714285714285714,7.0,0.5,2.0,-0.11082706,0.3940529892697745,1.729822
2024_15_LA_SF,2024,15,2024-12-12,SF,LA,LA,SF,3.0,1206.0,37.0,1.0,-3.0,outdoors,53.0,4.0,0.0,0.0,2.2200396,0.41169885,GO,43.65204991087344,0.0,0.0,17.0,17.0,2549.0,2549.0,1,21-40,1.0,4.0,0.5,2.0,0.15215647,0.4156646110485979,2.0537035
2024_16_HOU_KC,2024,16,2024-12-21,KC,HOU,HOU,KC,4.0,716.0,20.0,20.0,-8.0,outdoors,30.0,5.0,0.0,0.0,0.46127623,0.16725846,FG,38.0,0.0,1.0,15.0,15.0,3660.0,3660.0,11+,0-20,,,,,0.5571878,0.4312036399746561,2.1592593
2024_17_GB_MIN,2024,17,2024-12-29,MIN,GB,MIN,GB,1.0,3269.0,45.0,7.0,0.0,dome,,,0.0,0.0,-0.7189744,0.5882246,PUNT,30.0,1.0,0.0,2.0,2.0,317.0,317.0,6-10,41-60,0.0,1.0,1.0,1.0,1.4926966,0.4739674763503386,3.114911
2024_18_CAR_ATL,2024,18,2025-01-05,ATL,CAR,ATL,CAR,4.0,689.0,12.0,1.0,-7.0,closed,,,1.0,0.0,1.2776186,0.25628972,GO,43.65204991087344,0.0,0.0,16.0,16.0,3457.0,3457.0,1,0-20,0.8,5.0,0.0,2.0,0.086031675,0.4483044173175752,2.0367725
2024_18_MIN_DET,2024,18,2025-01-05,DET,MIN,DET,MIN,2.0,2022.0,42.0,1.0,4.0,dome,,,0.0,0.0,-2.8977103,0.6732556,GO,43.65204991087344,0.0,0.0,9.0,9.0,1702.0,1702.0,1,41-60,0.6666666666666666,3.0,0.5,2.0,0.70162207,0.4436858388956291,2.659557
2023_18_BUF_MIA,2023,18,2024-01-07,MIA,BUF,BUF,MIA,4.0,120.0,37.0,1.0,7.0,outdoors,63.0,6.0,0.0,0.0,-1.8203328,0.9695803,GO,43.65204991087344,0.0,0.0,16.0,16.0,3873.0,3873.0,1,21-40,0.3333333333333333,3.0,0.3333333333333333,4.0,0.6677874,0.462047642963486,2.479416
2024_03_JAX_BUF,2024,3,2024-09-23,BUF,JAX,BUF,JAX,1.0,3037.0,11.0,1.0,6.0,outdoors,68.0,5.0,0.0,1.0,1.436087,0.76635844,GO,43.65204991087344,0.0,0.0,3.0,3.0,779.0,779.0,1,0-20,1.0,4.0,0.0,3.0,,,
2024_05_LV_DEN,2024,5,2024-10-06,DEN,LV,LV,DEN,2.0,2232.0,68.0,8.0,0.0,outdoors,73.0,7.0,0.0,0.0,0.96883464,0.38059294,PUNT,61.0,1.0,0.0,6.0,6.0,1379.0,1379.0,6-10,61-80,0.5,2.0,0.5,2.0,,,
2024_05_NYG_SEA,2024,5,2024-10-06,SEA,NYG,NYG,SEA,2.0,1825.0,20.0,2.0,0.0,outdoors,61.0,3.0,0.0,0.0,0.3881502,0.5802019,FG,38.0,0.0,1.0,7.0,7.0,1694.0,1694.0,2,0-20,0.0,1.0,1.0,2.0,,,
2024_07_BAL_TB,2024,7,2024-10-21,TB,BAL,TB,BAL,3.0,1205.0,49.0,14.0,-17.0,outdoors,80.0,8.0,0.0,0.0,0.46505916,0.045975983,PUNT,41.0,1.0,0.0,13.0,13.0,2808.0,2808.0,11+,41-60,,,1.0,1.0,0.9497707,0.4631484835598083,2.6531663
2024_09_DEN_BAL,2024,9,2024-11-03,BAL,DEN,DEN,BAL,4.0,120.0,10.0,10.0,-31.0,outdoors,57.0,3.0,1.0,0.0,-2.4774165,0.0002486472,GO,43.65204991087344,0.0,0.0,19.0,19.0,4021.0,4021.0,6-10,0-20,0.0,1.0,0.6666666666666667,3.0,1.3683667,0.4809901172347753,2.9852371
2024_11_KC_BUF,2024,11,2024-11-17,BUF,KC,BUF,KC,2.0,1805.0,15.0,11.0,-1.0,outdoors,50.0,3.0,0.0,0.0,0.202719,0.635302,FG,33.0,0.0,1.0,10.0,10.0,2449.0,2449.0,11+,0-20,,,,,0.4577447,0.4633543238227025,2.3659933
2024_18_CIN_PIT,2024,18,2025-01-04,PIT,CIN,CIN,PIT,2.0,2197.0,37.0,1.0,3.0,outdoors,19.0,10.0,1.0,0.0,-3.3286762,0.5791105,GO,43.65204991087344,0.0,0.0,5.0,5.0,1345.0,1345.0,1,21-40,0.3333333333333333,3.0,0.2857142857142857,7.0,-0.2261221,0.432667896610898,1.7869167
2024_03_SF_LA,2024,3,2024-09-22,LA,SF,LA,SF,4.0,478.0,11.0,1.0,-10.0,dome,,,0.0,0.0,1.6316092,0.15488802,GO,43.65204991087344,0.0,0.0,13.0,13.0,3636.0,3636.0,1,0-20,1.0,2.0,0.1999999999999999,5.0,,,
2024_04_NO_ATL,2024,4,2024-09-29,ATL,NO,NO,ATL,3.0,968.0,25.0,11.0,-6.0,closed,,,0.0,0.0,0.78559816,0.24751325,FG,43.0,0.0,1.0,13.0,13.0,3030.0,3030.0,11+,21-40,,,1.0,3.0,,,
2024_05_NYG_SEA,2024,5,2024-10-06,SEA,NYG,NYG,SEA,1.0,2853.0,1.0,1.0,0.0,outdoors,61.0,3.0,0.0,0.0,-11.448006,0.59254146,GO,43.65204991087344,0.0,0.0,2.0,2.0,613.0,613.0,1,0-20,0.0,2.0,0.5,2.0,,,
2024_05_NYG_SEA,2024,5,2024-10-06,SEA,NYG,NYG,SEA,3.0,949.0,13.0,11.0,4.0,outdoors,61.0,3.0,0.0,0.0,0.18410034,0.7119941,FG,31.0,0.0,1.0,14.0,14.0,2748.0,2748.0,11+,0-20,0.0,1.0,,,,,
2024_07_NYJ_PIT,2024,7,2024-10-20,PIT,NYJ,PIT,NYJ,3.0,1371.0,3.0,3.0,-2.0,outdoors,60.0,4.0,0.0,0.0,0.04215454,0.59578484,FG,21.0,0.0,1.0,16.0,16.0,2605.0,2605.0,3-5,0-20,,,0.0,2.0,-0.037067026,0.4058487022829971,1.8840069
2024_09_TB_KC,2024,9,2024-11-04,KC,TB,KC,TB,4.0,146.0,66.0,11.0,7.0,outdoors,63.0,6.0,0.0,0.0,-0.7683645,0.8958862,PUNT,47.0,1.0,0.0,17.0,17.0,3708.0,3708.0,11+,61-80,0.0,2.0,0.5,2.0,0.46559474,0.4616334304435909,2.4002526
2024_16_MIN_SEA,2024,16,2024-12-22,SEA,MIN,MIN,SEA,2.0,1897.0,64.0,3.0,10.0,outdoors,48.0,5.0,0.0,0.0,-0.21738353,0.787786,PUNT,63.0,1.0,0.0,11.0,11.0,1823.0,1823.0,3-5,61-80,,,0.0,2.0,-0.23603998,0.3802680036013369,1.8055555
2024_16_MIN_SEA,2024,16,2024-12-22,SEA,MIN,MIN,SEA,4.0,651.0,73.0,3.0,3.0,outdoors,48.0,5.0,0.0,0.0,-0.48150936,0.5801792,PUNT,56.0,1.0,0.0,19.0,19.0,3433.0,3433.0,3-5,61-80,,,0.0,2.0,-0.23603998,0.3802680036013369,1.8055555
2024_17_KC_PIT,2024,17,2024-12-25,PIT,KC,PIT,KC,1.0,3510.0,73.0,13.0,0.0,outdoors,39.0,2.0,0.0,0.0,-1.7857612,0.45360383,PUNT,40.0,1.0,0.0,1.0,1.0,133.0,133.0,11+,61-80,0.0,1.0,,,0.69668335,0.4502719553511822,2.362963
2024_17_KC_PIT,2024,17,2024-12-25,PIT,KC,PIT,KC,1.0,3105.0,73.0,18.0,-6.0,outdoors,39.0,2.0,0.0,0.0,0.87044144,0.27704862,PUNT,58.0,1.0,0.0,3.0,3.0,559.0,559.0,11+,61-80,0.0,1.0,,,0.69668335,0.4502719553511822,2.362963
2024_01_TEN_CHI,2024,1,2024-09-08,CHI,TEN,CHI,TEN,3.0,1657.0,73.0,30.0,-14.0,outdoors,67.0,8.0,0.0,0.0,0.26157704,0.103238955,PUNT,60.0,1.0,0.0,11.0,11.0,2302.0,2302.0,11+,61-80,,,,,,,
2024_01_TEN_CHI,2024,1,2024-09-08,CHI,TEN,CHI,TEN,3.0,1272.0,78.0,13.0,-7.0,outdoors,67.0,8.0,0.0,0.0,1.4728403,0.21414968,PUNT,49.0,1.0,0.0,14.0,14.0,2770.0,2770.0,11+,61-80,,,,,,,
2024_05_NYG_SEA,2024,5,2024-10-06,SEA,NYG,NYG,SEA,3.0,1710.0,65.0,5.0,0.0,outdoors,61.0,3.0,0.0,0.0,-0.68475896,0.40802076,PUNT,36.0,1.0,0.0,10.0,10.0,1975.0,1975.0,3-5,61-80,0.5,2.0,0.0,2.0,,,
2024_05_NYG_SEA,2024,5,2024-10-06,SEA,NYG,NYG,SEA,4.0,365.0,64.0,4.0,10.0,outdoors,61.0,3.0,0.0,0.0,0.639186,0.93638295,PUNT,59.0,1.0,0.0,18.0,18.0,3392.0,3392.0,3-5,61-80,0.5,2.0,0.0,2.0,,,
2024_05_NYG_SEA,2024,5,2024-10-06,SEA,NYG,NYG,SEA,4.0,111.0,72.0,4.0,3.0,outdoors,61.0,3.0,0.0,0.0,-0.47987753,0.767489,PUNT,45.0,1.0,0.0,20.0,20.0,3945.0,3945.0,3-5,61-80,0.5,2.0,0.0,2.0,,,
2024_12_TB_NYG,2024,12,2024-11-24,NYG,TB,TB,NYG,1.0,2801.0,67.0,6.0,7.0,outdoors,50.0,13.0,0.0,0.0,-0.40760398,0.63811463,PUNT,47.0,1.0,0.0,3.0,3.0,650.0,650.0,6-10,61-80,1.0,1.0,,,-0.35786462,0.4004297461169633,1.3884033
2024_13_PIT_CIN,2024,13,2024-12-01,CIN,PIT,CIN,PIT,1.0,3484.0,56.0,3.0,0.0,outdoors,32.0,9.0,0.0,0.0,-0.19097352,0.50336045,PUNT,41.0,1.0,0.0,1.0,1.0,157.0,157.0,3-5,41-60,0.2,5.0,1.0,1.0,0.2583293,0.4202154910477838,2.1752136
2024_13_PIT_CIN,2024,13,2024-12-01,CIN,PIT,CIN,PIT,2.0,1925.0,65.0,5.0,-3.0,outdoors,32.0,9.0,0.0,0.0,-0.08885625,0.3766788,PUNT,46.0,1.0,0.0,10.0,10.0,2133.0,2133.0,3-5,61-80,,,0.6666666666666667,3.0,0.2583293,0.4202154910477838,2.1752136
2024_16_MIN_SEA,2024,16,2024-12-22,SEA,MIN,MIN,SEA,1.0,2866.0,60.0,5.0,7.0,outdoors,48.0,5.0,0.0,0.0,0.25522944,0.64651275,PUNT,51.0,1.0,0.0,3.0,3.0,688.0,688.0,3-5,41-60,,,0.6666666666666667,3.0,-0.23603998,0.3802680036013369,1.8055555
2024_01_TEN_CHI,2024,1,2024-09-08,CHI,TEN,CHI,TEN,4.0,597.0,30.0,9.0,-4.0,outdoors,67.0,8.0,0.0,0.0,1.479661,0.3593704,FG,48.0,0.0,1.0,18.0,18.0,3495.0,3495.0,6-10,21-40,0.0,1.0,1.0,1.0,,,
2024_03_JAX_BUF,2024,3,2024-09-23,BUF,JAX,BUF,JAX,4.0,722.0,66.0,3.0,27.0,outdoors,68.0,5.0,0.0,0.0,-1.0117543,0.99966264,PUNT,49.0,1.0,0.0,14.0,14.0,3665.0,3665.0,3-5,61-80,,,0.0,1.0,,,
2024_05_IND_JAX,2024,5,2024-10-06,JAX,IND,JAX,IND,2.0,2339.0,5.0,2.0,-7.0,outdoors,74.0,4.0,0.0,0.0,0.055625707,0.4068436,FG,23.0,0.0,1.0,4.0,4.0,1166.0,1166.0,2,0-20,,,0.0,1.0,,,
2024_05_NO_KC,2024,5,2024-10-07,KC,NO,NO,KC,1.0,2857.0,80.0,13.0,-7.0,outdoors,70.0,1.0,0.0,0.0,-0.052480448,0.18592577,PUNT,53.0,1.0,0.0,5.0,5.0,823.0,823.0,11+,61-80,,,,,,,
2024_07_DEN_NO,2024,7,2024-10-17,NO,DEN,NO,DEN,4.0,300.0,38.0,1.0,-23.0,dome,,,1.0,1.0,1.8586032,0.00040204576,GO,43.65204991087344,0.0,0.0,21.0,21.0,3970.0,3970.0,1,21-40,0.8333333333333334,6.0,0.25,4.0,-0.4076792,0.4222284659784659,1.4558663
2024_07_LV_LA,2024,7,2024-10-20,LA,LV,LA,LV,2.0,2457.0,49.0,1.0,-3.0,dome,,,0.0,0.0,-3.6707523,0.4751204,GO,43.65204991087344,0.0,0.0,6.0,6.0,1236.0,1236.0,1,41-60,0.8,5.0,1.0,2.0,-0.9515133,0.3815957961791295,1.5448718
2024_07_LV_LA,2024,7,2024-10-20,LA,LV,LA,LV,4.0,106.0,47.0,1.0,5.0,dome,,,0.0,0.0,-0.6284675,0.9343145,PUNT,36.0,1.0,0.0,23.0,23.0,4152.0,4152.0,1,41-60,0.8,5.0,1.0,2.0,-0.9515133,0.3815957961791295,1.5448718
